2 =  factors = [1, 2] 
52711 =  factors = [1, 3, 9, 27, 81, 243, 527] 
52727 =  factors = [1, 3, 9, 27, 81, 243, 527] 
52733 =  factors = [1, 3, 9, 27, 81, 243, 52733] 
52757 =  factors = [1, 3, 9, 27, 81, 243, 52757] 
52769 =  factors = [1, 3, 9, 27, 52769] 
52807 =  factors = [1, 3, 9, 27, 52807] 
52817 =  factors = [1, 3, 9, 27, 52817] 
52837 =  factors = [1, 3, 9, 27, 52837] 
52879 =  factors = [1, 3, 9, 27, 52879] 
52883 =  factors = [1, 7, 49, 52883] 
52889 =  factors = [1, 7, 49, 5289] 
52937 =  factors = [1, 3, 9, 27, 52937] 
52951 =  factors = [1, 3, 9, 27, 529] 
52967 =  factors = [1, 3, 9, 27, 529] 
52973 =  factors = [1, 3, 9, 27, 52973] 
52999 =  factors = [1, 3, 9, 27, 529] 
53047 =  factors = [1, 2, 3, 6, 9, 18, 53047] 
53051 =  factors = [1, 3, 9, 27, 81, 243, 53051] 
53087 =  factors = [1, 29, 46, 78, 147, 294, 53087] 
53089 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 224, 53089] 
53101 =  factors = [1, 3, 9, 27, 53101] 
53129 =  factors = [1, 7, 49, 53129] 
53171 =  factors = [1, 3, 9, 27, 81, 243, 53171] 
53189 =  factors = [1, 3, 9, 27, 53189] 
53201 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192] 
53231 =  factors = [1, 3, 9, 27, 81, 243, 53231] 
53233 =  factors = [1, 3, 9, 10, 17, 27, 33, 53, 69, 83, 99, 143, 169, 227, 307, 333, 501] 
53239 =  factors = [1, 7, 49, 53239] 
53269 =  factors = [1, 2, 4, 7, 14, 28, 56, 104, 208, 53269] 
53281 =  factors = [1, 2, 4, 67, 134, 268, 53281] 
53353 =  factors = [1, 3, 9, 27, 81, 243, 533] 
53401 =  factors = [1, 2, 3, 6, 9, 18, 37, 534] 
53411 =  factors = [1, 7, 29, 53411] 
53419 =  factors = [1, 7, 49, 53419] 
53453 =  factors = [1, 3, 9, 27, 81, 243, 53453] 
53503 =  factors = [1, 3, 9, 27, 81, 243, 53503] 
53507 =  factors = [1, 3, 9, 27, 81, 243, 53507] 
53527 =  factors = [1, 3, 9, 27, 81, 243, 53527] 
53593 =  factors = [1, 3, 27, 82, 2463, 53593] 
53609 =  factors = [1, 2, 4, 8, 17, 34, 68, 136, 272, 544, 1088, 2160, 53609] 
53611 =  factors = [1, 7, 49, 53611] 
53629 =  factors = [1, 7, 49, 53629] 
53639 =  factors = [1, 7, 49, 53639] 
53717 =  factors = [1, 3, 9, 27, 81, 243, 537] 
53719 =  factors = [1, 3, 61, 183, 53719] 
53759 =  factors = [1, 3, 25, 43, 65, 85, 107, 157, 213, 325, 53759] 
53777 =  factors = [1, 3, 9, 27, 81, 243, 53777] 
53813 =  factors = [1, 3, 9, 27, 53813] 
53831 =  factors = [1, 3, 9, 27, 53831] 
53849 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 224, 53849] 
53857 =  factors = [1, 3, 9, 27, 53857] 
53881 =  factors = [1, 29, 47, 94, 102, 206, 53881] 
53891 =  factors = [1, 3, 9, 27, 53891] 
53897 =  factors = [1, 3, 29, 53897] 
53899 =  factors = [1, 7, 49, 53899] 
53917 =  factors = [1, 3, 29, 53917] 
53951 =  factors = [1, 3, 9, 27, 81, 243, 539] 
53959 =  factors = [1, 3, 27, 53959] 
54001 =  factors = [1, 2, 3, 6, 9, 18, 36, 54] 
54011 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54013 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54049 =  factors = [2, 3, 6, 7, 18, 21, 42, 54, 98, 147, 296] 
54101 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54163 =  factors = [1, 2, 3, 4, 6, 9, 18, 36, 54, 72, 108, 162, 216, 324, 54163] 
54251 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54331 =  factors = [1, 3, 9, 27, 81, 243, 543] 
54367 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 72, 108, 162, 216, 324, 54367] 
54371 =  factors = [1, 3, 9, 27, 81, 243, 543] 
54377 =  factors = [1, 3, 9, 27, 81, 243, 543] 
54403 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 243, 324, 486, 54403] 
54413 =  factors = [1, 7, 29, 54413] 
54419 =  factors = [1, 7, 49, 54419] 
54437 =  factors = [1, 3, 9, 27, 81, 243, 54437] 
54443 =  factors = [1, 2, 3, 6, 9, 18, 36, 54443] 
54449 =  factors = [1, 2, 3, 6, 7, 9, 18, 27, 36, 54] 
54469 =  factors = [2, 3, 7, 13, 19, 26, 38, 54] 
54493 =  factors = [1, 7, 23, 54493] 
54499 =  factors = [1, 7, 49, 54499] 
54503 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54521 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54539 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54541 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54563 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54577 =  factors = [1, 3, 29, 87, 2603, 54577] 
54581 =  factors = [1, 3, 9, 27, 54, 161, 54581] 
54617 =  factors = [1, 3, 9, 27, 81, 243, 54617] 
54629 =  factors = [1, 7, 49, 54629] 
54631 =  factors = [1, 3, 9, 27, 81, 243, 54631] 
54647 =  factors = [1, 2, 3, 9, 18, 27, 36, 54, 72, 108, 144, 216, 358] 
54667 =  factors = [1, 2, 3, 9, 18, 54667] 
54673 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54713 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54727 =  factors = [1, 3, 9, 27, 81, 243, 729] 
54877 =  factors = [1, 3, 9, 27, 54, 81, 243, 5009] 
54881 =  factors = [1, 2, 3, 6, 9, 18, 36, 54, 72, 108, 162, 216, 324, 54881] 
54917 =  factors = [1, 3, 29, 54917] 
54919 =  factors = [1, 3, 67, 203, 54919] 
54979 =  factors = [1, 3, 23, 69, 189, 549] 
55001 =  factors = [1, 3, 9, 27, 54, 161, 55001] 
55009 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 224, 55009] 
55049 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 224, 55049] 
55051 =  factors = [1, 3, 9, 27, 55051] 
55127 =  factors = [1, 3, 9, 27, 81, 243, 551] 
55147 =  factors = [1, 29, 30, 68, 136, 175, 352, 55147] 
55163 =  factors = [1, 2, 4, 8, 17, 34, 68, 136, 504, 1008, 5516] 
55213 =  factors = [1, 3, 9, 17, 55213] 
55219 =  factors = [1, 3, 67, 204, 55219] 
55249 =  factors = [1, 7, 49, 57, 306, 383, 55249] 
55313 =  factors = [1, 3, 9, 27, 81, 243, 553] 
55337 =  factors = [1, 3, 9, 27, 55337] 
55339 =  factors = [1, 3, 9, 27, 55339] 
55343 =  factors = [1, 7, 29, 58, 306, 449, 55343] 
55373 =  factors = [1, 3, 9, 27, 81, 243, 553] 
55381 =  factors = [1, 3, 9, 27, 55381] 
55411 =  factors = [1, 3, 9, 27, 81, 243, 55411] 
55501 =  factors = [1, 3, 9, 27, 81, 243, 555] 
55511 =  factors = [1, 3, 9, 27, 82, 246, 555] 
55579 =  factors = [1, 3, 29, 89, 269, 55579] 
55633 =  factors = [1, 3, 9, 27, 55633] 
55661 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 224, 55661] 
55663 =  factors = [1, 2, 3, 6, 9, 18, 55663] 
55681 =  factors = [1, 2, 4, 7, 14, 29, 58, 83, 116, 179, 358] 
55691 =  factors = [1, 3, 27, 89, 249, 55691] 
55697 =  factors = [1, 3, 29, 58, 179, 3043, 55697] 
55717 =  factors = [1, 3, 29, 89, 260, 55717] 
55721 =  factors = [1, 3, 9, 27, 81, 243, 557] 
55763 =  factors = [1, 2, 3, 4, 6, 9, 18, 36, 55763] 
55793 =  factors = [1, 3, 29, 89, 2603, 55793] 
55807 =  factors = [1, 29, 47, 94, 1306, 55807] 
55813 =  factors = [1, 3, 9, 27, 55813] 
55817 =  factors = [1, 3, 9, 27, 55817] 
55823 =  factors = [1, 79, 479, 55823] 
55829 =  factors = [1, 7, 49, 57, 79, 306, 393] 
55849 =  factors = [1, 2, 4, 7, 14, 28, 56, 89, 178] 
55897 =  factors = [1, 3, 29, 5463, 55897] 
55901 =  factors = [1, 3, 9, 27, 83, 246, 559] 
55903 =  factors = [1, 3, 9, 27, 81, 243, 559] 
55931 =  factors = [1, 3, 7, 23, 43, 99, 167, 501] 
55933 =  factors = [1, 3, 9, 27, 55933] 
55949 =  factors = [1, 2, 7, 13, 55949] 
55967 =  factors = [1, 2, 4, 8, 17, 34, 68, 109, 218] 
56003 =  factors = [1, 3, 9, 27, 54, 56003] 
56053 =  factors = [1, 3, 9, 27, 54, 161, 56053] 
56093 =  factors = [1, 3, 27, 56093] 
56099 =  factors = [1, 7, 49, 56099] 
56101 =  factors = [1, 3, 9, 27, 54, 163, 561] 
56131 =  factors = [1, 7, 49, 56131] 
56149 =  factors = [1, 2, 3, 6, 7, 9, 18, 27, 36, 54, 81, 108, 162, 243, 324, 486, 56149] 
56167 =  factors = [1, 2, 4, 89, 178, 356, 56167] 
56237 =  factors = [1, 3, 9, 27, 81, 243, 56237] 
56239 =  factors = [1, 3, 9, 27, 81, 243, 56239] 
56249 =  factors = [1, 7, 49, 56249] 
56263 =  factors = [1, 2, 3, 4, 6, 9, 18, 27, 56, 81, 112, 172, 260, 346, 56263] 
56267 =  factors = [1, 2, 3, 4, 6, 9, 18, 37, 56, 112, 174, 348, 56267] 
56299 =  factors = [1, 7, 49, 56299] 
56359 =  factors = [1, 3, 27, 89, 243, 56359] 
56369 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 224, 56369] 
56377 =  factors = [1, 3, 29, 58, 147, 373, 56377] 
56383 =  factors = [1, 3, 9, 27, 56383] 
56431 =  factors = [1, 7, 29, 56431] 
56437 =  factors = [1, 3, 9, 27, 81, 243, 56437] 
56443 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 243, 324, 486, 56443] 
56467 =  factors = [1, 2, 3, 6, 9, 18, 56467] 
56477 =  factors = [1, 3, 9, 27, 81, 243, 56477] 
56479 =  factors = [1, 3, 29, 58, 179, 314, 5647] 
56489 =  factors = [1, 2, 4, 7, 14, 28, 56, 98, 196, 392] 
56503 =  factors = [1, 3, 9, 27, 81, 243, 56503] 
56509 =  factors = [1, 29, 58, 147, 374, 56509] 
56527 =  factors = [1, 3, 9, 27, 81, 243, 56527] 
56533 =  factors = [1, 3, 9, 27, 81, 243, 56533] 
56591 =  factors = [1, 3, 27, 823, 56591] 
56599 =  factors = [1, 3, 27, 56599] 
56629 =  factors = [1, 7, 49, 56629] 
56633 =  factors = [1, 3, 9, 27, 56633] 
56671 =  factors = [1, 3, 9, 27, 83, 249, 56671] 
56687 =  factors = [1, 2, 4, 9, 18, 36, 56, 72, 112, 144, 224, 336, 504, 56687] 
56701 =  factors = [1, 3, 9, 27, 81, 243, 567] 
56711 =  factors = [1, 3, 9, 27, 83, 249, 567] 
56713 =  factors = [1, 3, 9, 27, 81, 243, 56713] 
56731 =  factors = [1, 3, 9, 27, 81, 243, 56731] 
56737 =  factors = [1, 3, 9, 27, 81, 243, 56737] 
56767 =  factors = [1, 2, 3, 4, 6, 9, 18, 32, 56, 72, 104, 144, 216, 352, 56767] 
56773 =  factors = [1, 3, 9, 27, 81, 243, 56773] 
56783 =  factors = [1, 3, 9, 27, 56783] 
56813 =  factors = [1, 7, 49, 56813] 
56821 =  factors = [1, 7, 49, 56821] 
56827 =  factors = [1, 3, 9, 27, 56827] 
56873 =  factors = [1, 3, 9, 27, 56873] 
56921 =  factors = [1, 7, 49, 569, 56921] 
56929 =  factors = [1, 7, 49, 569, 56929] 
56951 =  factors = [1, 3, 27, 83, 249, 569] 
56999 =  factors = [1, 3, 9, 27, 56999] 
57037 =  factors = [1, 3, 9, 27, 81, 243, 57037] 
57041 =  factors = [1, 2, 3, 6, 9, 18, 57041] 
57059 =  factors = [1, 3, 29, 58, 179, 460, 921, 1363, 2285, 57059] 
57073 =  factors = [1, 3, 9, 27, 81, 243, 57073] 
57077 =  factors = [1, 3, 29, 87, 231, 57077] 
57089 =  factors = [1, 2, 4, 6, 13, 26, 52, 104, 208, 57089] 
57097 =  factors = [1, 3, 29, 57097] 
57107 =  factors = [1, 3, 9, 27, 81, 243, 57107] 
57119 =  factors = [1, 3, 29, 683, 57119] 
57131 =  factors = [1, 3, 9, 27, 81, 243, 57131] 
57143 =  factors = [1, 3, 9, 27, 81, 243, 57143] 
57149 =  factors = [1, 2, 3, 6, 9, 18, 57149] 
57163 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192] 
57173 =  factors = [1, 3, 9, 27, 81, 243, 57173] 
57221 =  factors = [1, 3, 9, 19, 57, 171, 549] 
57259 =  factors = [1, 3, 9, 27, 81, 243, 57259] 
57269 =  factors = [1, 2, 4, 8, 17, 34, 68, 109, 218, 57269] 
57271 =  factors = [1, 3, 9, 27, 81, 243, 57271] 
57283 =  factors = [1, 2, 3, 4, 6, 9, 18, 36, 57, 81, 172, 259, 57283] 
57301 =  factors = [1, 3, 9, 27, 81, 243, 573] 
57329 =  factors = [1, 3, 9, 27, 81, 243, 573] 
57331 =  factors = [1, 3, 9, 27, 81, 243, 57331] 
57373 =  factors = [1, 3, 9, 27, 81, 243, 573] 
57397 =  factors = [1, 3, 29, 87, 2603, 57397] 
57427 =  factors = [1, 3, 9, 27, 81, 243, 574] 
57457 =  factors = [1, 3, 9, 27, 81, 243, 574] 
57467 =  factors = [1, 2, 3, 9, 18, 27, 54, 81, 162, 279, 574] 
57487 =  factors = [1, 2, 3, 6, 9, 18, 57487] 
57529 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57557 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57559 =  factors = [1, 3, 29, 87, 293, 57559] 
57571 =  factors = [1, 3, 9, 27, 81, 243, 57571] 
57593 =  factors = [1, 3, 29, 89, 2603, 57593] 
57601 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512] 
57637 =  factors = [1, 3, 9, 27, 81, 243, 57637] 
57641 =  factors = [1, 2, 3, 4, 6, 8, 9, 12, 13, 16, 18, 24, 32, 36, 48, 576] 
57649 =  factors = [1, 2, 3, 4, 6, 8, 12, 16, 24, 32, 48, 576] 
57653 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57667 =  factors = [1, 2, 4, 89, 178, 356, 57667] 
57679 =  factors = [1, 3, 23, 83, 249, 57679] 
57689 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512] 
57713 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57727 =  factors = [1, 3, 9, 27, 81, 243, 577] 
57731 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57737 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57773 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57787 =  factors = [1, 3, 29, 57787] 
57793 =  factors = [1, 3, 9, 27, 81, 243, 729] 
57803 =  factors = [1, 29, 47, 94, 163, 289, 57803] 
57809 =  factors = [1, 2, 4, 6, 8, 13, 26, 52, 104, 177, 354, 578] 
57847 =  factors = [1, 2, 3, 6, 9, 18, 27, 54, 81, 162, 243, 426, 57847] 
57853 =  factors = [1, 3, 9, 27, 57853] 
57859 =  factors = [1, 3, 29, 57859] 
57881 =  factors = [1, 29, 47, 94, 1306, 57881] 
57899 =  factors = [1, 3, 9, 27, 57899] 
57901 =  factors = [1, 3, 9, 27, 81, 243, 579] 
57917 =  factors = [1, 3, 29, 89, 260, 479, 579] 
57947 =  factors = [1, 2, 3, 6, 9, 18, 57947] 
57973 =  factors = [1, 3, 29, 89, 260, 57973] 
57977 =  factors = [1, 3, 29, 89, 233, 57977] 
57991 =  factors = [1, 3, 29, 57991] 
58027 =  factors = [1, 3, 9, 27, 54, 161, 58027] 
58049 =  factors = [2, 3, 6, 7, 13, 26, 42, 58] 
58057 =  factors = [1, 3, 9, 27, 54, 161, 58057] 
58067 =  factors = [1, 2, 3, 9, 19, 38, 57, 114, 171, 222, 333, 509, 58067] 
58073 =  factors = [1, 3, 9, 27, 54, 161, 58073] 
58099 =  factors = [1, 7, 49, 58099] 
58111 =  factors = [1, 3, 9, 27, 54, 161, 58111] 
58129 =  factors = [1, 7, 49, 581, 58129] 
58147 =  factors = [1, 3, 9, 27, 58147] 
58151 =  factors = [1, 3, 9, 27, 54, 163, 581] 
58153 =  factors = [1, 3, 9, 27, 54, 161, 58153] 
58171 =  factors = [1, 3, 9, 27, 54, 163, 58171] 
58189 =  factors = [1, 7, 49, 58189] 
58199 =  factors = [1, 3, 9, 27, 54, 163, 58199] 
58211 =  factors = [1, 3, 9, 27, 54, 163, 58211] 
58229 =  factors = [1, 7, 49, 58229] 
58231 =  factors = [1, 3, 9, 27, 54, 163, 58231] 
58237 =  factors = [1, 3, 9, 27, 54, 163, 58237] 
58271 =  factors = [1, 3, 9, 27, 54, 163, 58271] 
58309 =  factors = [1, 3, 9, 27, 54, 161, 583] 
58313 =  factors = [1, 3, 9, 27, 54, 161, 583] 
58321 =  factors = [1, 7, 49, 583, 58321] 
58337 =  factors = [1, 3, 9, 27, 58337] 
58363 =  factors = [1, 2, 4, 7, 14, 29, 58, 116, 232, 568] 
58367 =  factors = [1, 2, 3, 4, 6, 9, 18, 32, 57, 114, 348, 58367] 
58393 =  factors = [1, 3, 9, 27, 58393] 
58403 =  factors = [1, 2, 3, 6, 9, 18, 57, 114, 343, 58403] 
58417 =  factors = [1, 3, 9, 27, 58417] 
58427 =  factors = [1, 3, 9, 27, 58427] 
58441 =  factors = [1, 2, 3, 6, 9, 18, 57, 114, 348, 58441] 
58477 =  factors = [1, 3, 9, 27, 58477] 
58481 =  factors = [1, 2, 3, 6, 9, 18, 57, 114, 343, 58481] 
58511 =  factors = [1, 3, 9, 27, 54, 161, 58511] 
58537 =  factors = [1, 3, 9, 27, 58537] 
58543 =  factors = [1, 79, 23, 307, 58543] 
58549 =  factors = [1, 7, 49, 58549] 
58567 =  factors = [1, 3, 9, 27, 54, 161, 58567] 
58573 =  factors = [1, 3, 9, 27, 58573] 
58579 =  factors = [1, 3, 29, 58579] 
58613 =  factors = [1, 3, 9, 27, 54, 109, 327] 
58631 =  factors = [1, 3, 9, 27, 58631] 
58657 =  factors = [1, 3, 9, 27, 54, 173, 58657] 
58679 =  factors = [1, 3, 29, 58679] 
58699 =  factors = [1, 3, 9, 27, 58699] 
58711 =  factors = [1, 3, 9, 27, 54, 161, 587] 
58733 =  factors = [1, 3, 9, 27, 58733] 
58771 =  factors = [1, 3, 29, 58771] 
58787 =  factors = [1, 3, 9, 27, 54, 161, 587] 
58789 =  factors = [1, 3, 9, 27, 54, 163, 587] 
58889 =  factors = [1, 2, 4, 7, 14, 29, 58, 83, 176, 352, 58889] 
58901 =  factors = [1, 3, 9, 27, 589] 
58907 =  factors = [1, 3, 29, 58907] 
58909 =  factors = [1, 2, 4, 7, 14, 37, 56, 114, 228, 589] 
58937 =  factors = [1, 3, 29, 58937] 
58943 =  factors = [1, 7, 29, 58943] 
59011 =  factors = [1, 3, 7, 21, 43, 59011] 
59021 =  factors = [1, 7, 49, 59021] 
59029 =  factors = [1, 7, 49, 59029] 
59069 =  factors = [1, 2, 3, 4, 6, 7, 9, 18, 27, 36, 54, 81, 147] 
59083 =  factors = [1, 2, 4, 67, 134, 268, 59083] 
59093 =  factors = [1, 3, 9, 27, 59093] 
59107 =  factors = [1, 3, 29, 58, 176, 347, 59107] 
59167 =  factors = [1, 2, 4, 8, 17, 34, 68, 109, 218, 59167] 
59197 =  factors = [1, 3, 29, 58, 176, 478, 957] 
59207 =  factors = [1, 2, 3, 6, 9, 18, 59207] 
59209 =  factors = [1, 7, 49, 59, 77, 343, 587] 
59219 =  factors = [1, 7, 49, 59, 306, 5809] 
59239 =  factors = [1, 7, 49, 59239] 
59243 =  factors = [1, 2, 3, 6, 7, 9, 18, 27, 36, 54, 81, 108, 162, 216, 324, 59243] 
59273 =  factors = [1, 3, 9, 27, 81, 243, 59273] 
59333 =  factors = [1, 3, 9, 27, 59333] 
59341 =  factors = [1, 7, 29, 58, 306, 59341] 
59351 =  factors = [1, 3, 9, 27, 81, 243, 593] 
59357 =  factors = [1, 3, 29, 58, 147, 361, 59357] 
59369 =  factors = [1, 2, 4, 7, 14, 28, 56, 112, 59369] 
59387 =  factors = [1, 3, 29, 59387] 
59443 =  factors = [1, 2, 3, 6, 7, 9, 18, 27, 36, 54, 81, 108, 162, 216, 324, 59443] 
59453 =  factors = [1, 3, 9, 27, 59453] 
59467 =  factors = [1, 2, 3, 6, 9, 18, 59467] 
59471 =  factors = [1, 3, 29, 59471] 
59509 =  factors = [1, 2, 47, 94, 189, 378, 59509] 
59513 =  factors = [1, 3, 7, 23, 43, 59, 87, 149, 269, 595] 
59539 =  factors = [1, 3, 9, 27, 59539] 
59557 =  factors = [1, 3, 29, 89, 269, 59557] 
59561 =  factors = [1, 7, 49, 59, 302, 59561] 
59567 =  factors = [1, 2, 4, 8, 17, 34, 68, 109, 218, 59567] 
59581 =  factors = [1, 3, 27, 59, 143, 59581] 
59611 =  factors = [1, 7, 49, 59, 77, 308, 59611] 
59617 =  factors = [1, 3, 29, 59, 87, 143, 261, 59617] 
59627 =  factors = [1, 3, 9, 27, 59627] 
59651 =  factors = [1, 3, 9, 27, 59, 81, 143, 59651] 
59663 =  factors = [1, 2, 4, 7, 14, 28, 59, 118, 236, 59663] 
59671 =  factors = [1, 3, 23, 59, 87, 143, 261, 59671] 
59699 =  factors = [1, 7, 49, 59699] 
59707 =  factors = [1, 3, 29, 59, 78, 118, 147, 296, 59707] 
59771 =  factors = [1, 3, 29, 89, 233, 59771] 
59779 =  factors = [1, 3, 29, 89, 233, 59779] 
59797 =  factors = [1, 3, 29, 89, 233, 59797] 
59809 =  factors = [1, 2, 4, 7, 14, 37, 59, 82, 116, 174, 231, 348, 59809] 
59887 =  factors = [1, 2, 4, 6, 13, 26, 52, 83, 104, 171, 342, 59887] 
59921 =  factors = [1, 7, 49, 59, 77, 306, 588] 
59951 =  factors = [1, 3, 9, 27, 59, 81, 243, 599] 
59957 =  factors = [1, 3, 29, 59, 87, 143, 269, 599] 
59971 =  factors = [1, 3, 6, 9, 18, 27, 54, 81, 169, 59971] 
59999 =  factors = [1, 3, 9, 27, 59999] 
60077 =  factors = [1, 3, 29, 60077] 
60083 =  factors = [29, 47, 61, 83, 127, 163, 259, 419] 
60089 =  factors = [2, 4, 7, 14, 29, 58, 83, 117, 176, 234, 351, 468, 60089] 
60103 =  factors = [1, 3, 9, 27, 81, 243, 601] 
60107 =  factors = [1, 3, 9, 27, 81, 243, 601] 
60133 =  factors = [1, 3, 9, 27, 81, 243, 601] 
60139 =  factors = [1, 3, 7, 21, 43, 61, 87, 127, 153, 219, 307] 
60149 =  factors = [1, 2, 3, 6, 7, 9, 18, 27, 36, 54, 60149] 
60161 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 257] 
60167 =  factors = [1, 2, 3, 4, 6, 9, 18, 32, 57, 114, 348] 
60169 =  factors = [1, 2, 4, 8, 17, 34, 68, 137, 274, 548] 
60251 =  factors = [1, 3, 9, 27, 81, 243, 60251] 
60257 =  factors = [1, 3, 9, 27, 81, 243, 60257] 
60259 =  factors = [1, 3, 9, 27, 81, 243, 60259] 
60289 =  factors = [1, 7, 49, 60289] 
60331 =  factors = [1, 3, 9, 27, 81, 243, 60331] 
60383 =  factors = [1, 3, 9, 27, 81, 243, 603] 
60413 =  factors = [1, 79, 13, 289, 47, 6041] 
60443 =  factors = [29, 78, 139, 278, 60443] 
60449 =  factors = [2, 7, 13, 19, 38, 57, 60449] 
60457 =  factors = [1, 3, 9, 27, 81, 243, 60457] 
60497 =  factors = [1, 3, 29, 60497] 
60521 =  factors = [1, 3, 9, 27, 81, 243, 605] 
60539 =  factors = [1, 3, 27, 54, 81, 169, 307] 
60589 =  factors = [1, 3, 27, 54, 60589] 
60607 =  factors = [1, 3, 21, 64, 98, 197, 394, 60607] 
60631 =  factors = [1, 3, 9, 27, 81, 243, 60631] 
60649 =  factors = [2, 3, 7, 13, 29, 43, 61, 82, 127] 
60661 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 60661] 
60679 =  factors = [1, 3, 29, 60679] 
60689 =  factors = [2, 3, 47, 60689] 
60733 =  factors = [1, 3, 9, 27, 81, 243, 607] 
60757 =  factors = [1, 3, 9, 27, 81, 243, 607] 
60761 =  factors = [1, 2, 3, 4, 6, 9, 18, 37, 54, 60761] 
60773 =  factors = [1, 3, 9, 27, 81, 243, 60773] 
60793 =  factors = [1, 3, 29, 60793] 
60811 =  factors = [1, 7, 49, 60811] 
60821 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 60821] 
60859 =  factors = [1, 3, 27, 43, 60859] 
60869 =  factors = [2, 3, 47, 60869] 
60887 =  factors = [2, 4, 69, 138, 356, 60887] 
60889 =  factors = [2, 4, 7, 14, 29, 58, 83, 162, 60889] 
60901 =  factors = [1, 3, 9, 27, 81, 243, 609] 
60913 =  factors = [1, 3, 7, 21, 43, 62, 86, 129, 157, 214, 321, 468, 609] 
60917 =  factors = [1, 3, 29, 60917] 
60923 =  factors = [1, 7, 49, 609]. 
60953 =  factors = [1, 3, 9, 27, 81, 243, 609] 
61001 =  factors = [1, 2, 4, 5, 7, 10, 14, 35, 70, 140, 280, 560, 1120, 2240, 4480, 61001] 
61007 =  factors = [1, 3, 9, 27, 81, 243, 61007] 
61031 =  factors = [1, 3, 9, 27, 81, 243, 61031] 
61091 =  factors = [1, 7, 49, 61091] 
61099 =  factors = [1, 3, 9, 27, 81, 243, 6109] 
61141 =  factors = [1, 3, 9, 27, 83, 249, 611] 
61153 =  factors = [1, 3, 9, 27, 81, 243, 61153] 
61169 =  factors = [1, 2, 4, 8, 17, 34, 68, 125, 250, 61169] 
61211 =  factors = [1, 3, 9, 19, 61, 183, 647] 
61253 =  factors = [1, 3, 9, 27, 81, 243, 729] 
61261 =  factors = [1, 2, 3, 4, 6, 9, 18, 37, 54, 61261] 
61297 =  factors = [1, 3, 9, 27, 81, 243, 61297] 
61363 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 61363] 
61409 =  factors = [2, 3, 5, 7, 11, 14, 19, 22, 38, 41, 59, 61409] 
61463 =  factors = [1, 2, 3, 6, 9, 18, 37, 54, 100, 171, 342, 513, 61463] 
61469 =  factors = [1, 2, 3, 6, 7, 9, 18, 27, 54, 61469] 
61471 =  factors = [1, 3, 9, 27, 81, 243, 61471] 
61487 =  factors = [1, 2, 3, 4, 6, 9, 13, 18, 27, 32, 36, 54, 64, 81, 108, 126, 162, 189, 216, 252, 336, 408, 61487] 
61519 =  factors = [1, 3, 27, 823, 61519] 
61543 =  factors = [1, 3, 9, 27, 81, 243, 61543] 
61561 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 257] 
61583 =  factors = [1, 3, 9, 27, 81, 243, 61583] 
61603 =  factors = [1, 2, 4, 8, 16, 32, 64, 128, 257] 
61609 =  factors = [2, 3, 47, 61609] 
61627 =  factors = [1, 3, 9, 27, 81, 243, 61627] 
61637 =  factors = [1, 3, 9, 27, 81, 243, 61637] 
61643 =  factors = [1, 2, 3, 4, 6, 8, 9, 12, 13, 15, 17, 20, 24, 26, 32, 33, 39, 40, 46, 52, 53, 58, 64, 68, 72, 84, 96] 
